probIn scale
0.5357864 0.0005691974
0.5247261 0.0005558139
0.5343481 0.0005542677
0.5326568 0.000559898
0.5252502 0.0005593051
0.5260687 0.0005670783
0.5216058 0.0005654593
0.5210983 0.0005649
0.520192 0.0005567487
0.5212982 0.0005543079
0.5130909 0.0005553992
0.5082328 0.0005711755
0.5117529 0.0005699531
0.5227238 0.0005580638
0.5374095 0.000552893
0.5381478 0.0005551698
0.5465868 0.0005595597
0.5389687 0.0005651072
0.5433055 0.0005657539
0.5520713 0.0005624565
0.5402697 0.0005681871
0.5467368 0.0005654279
0.5482182 0.0005679601
0.5472267 0.0005738966
0.5536406 0.0005851579
0.5312504 0.0005944197
0.5294221 0.000605057
0.5382481 0.000611875
0.5208239 0.0006214387
0.5169895 0.0006135842
0.5240665 0.000606765
0.518542 0.0006082217
0.5114104 0.0006173193
0.5159428 0.000612222
0.5116857 0.0006017629
0.5119975 0.0005902006
0.5081324 0.0005805464
0.5198548 0.0005938161
0.5208273 0.0006000291
0.5122092 0.0005990673
0.5153 0.0006041218
0.5170753 0.0005930163
0.5204197 0.0005875207
0.5194532 0.0005811868
0.5270026 0.0005814208
0.5222303 0.0005809111
0.5181816 0.0005841193
0.5101314 0.0005939078
0.5025636 0.0005952215
0.5108474 0.0005946695
0.5025369 0.0005855785
0.503924 0.0005935298
0.4926875 0.0006021451
0.4889973 0.0006009447
0.485255 0.0005937025
0.4860787 0.0006041083
0.4906779 0.00059966
0.4972692 0.0005987518
0.4995929 0.0005953788
0.4945972 0.000607365
0.5024205 0.0005962598
0.4925888 0.0005979878
0.489991 0.0005984271
0.5007483 0.0005908696
0.5019726 0.0005936738
0.5120875 0.0005983078
0.4997099 0.0006090345
0.4954081 0.0006034266
0.4933497 0.0006026434
0.4897977 0.0006106491
0.4712685 0.0006309481
0.4738466 0.0006177747
0.4789534 0.0006206859
0.4875335 0.0006254943
0.4997779 0.0006199829
0.5064777 0.0006234641
0.5007686 0.0006291357
0.4992912 0.0006431179
0.5013082 0.0006428894
0.4875482 0.00063403
0.4973904 0.0006343828
0.4991027 0.00062114
0.5082737 0.0006145888
0.5192736 0.0006062299
0.5083175 0.0006010721
0.5015374 0.0006082562
0.4965921 0.0006184336
0.5054673 0.0006085754
0.4937383 0.0006169261
0.497387 0.0006054017
0.4999379 0.0005944641
0.4887086 0.0005916954
0.4866717 0.0006021057
0.4792965 0.0006065706
0.4860346 0.0006076132
0.4948364 0.0006179543
0.4910365 0.0006229238
0.4964877 0.0006243815
0.4920996 0.0006295432
0.4982384 0.0006301802
0.4812304 0.0006261824
0.4840994 0.0006299649
0.4843755 0.0006344921
0.4780106 0.0006309137
0.470486 0.0006292234
0.4686016 0.0006281697
0.4702437 0.0006193596
0.4509827 0.0006268592
0.4472865 0.0006358475
0.4497739 0.0006502353
0.4392351 0.0006517855
0.4438079 0.0006498267
0.452483 0.0006565192
0.4572787 0.0006591563
0.4498933 0.0006612122
0.4530354 0.0006717784
0.4587656 0.0006773516
0.4416875 0.0006688514
0.4409943 0.000682274
0.4373938 0.0006804124
0.4376842 0.0006835402
0.4359249 0.0006757184
0.4438038 0.0006690682
0.446927 0.0006754605
0.4524254 0.000672029
0.432182 0.0006716655
0.434828 0.0006659414
0.4344797 0.0006557767
0.4283208 0.0006547025
0.429012 0.0006638705
0.4233259 0.0006565297
0.4259855 0.0006676877
0.4202833 0.000653858
0.4229474 0.0006557879
0.4179612 0.0006539311
0.4183593 0.0006611614
0.4119445 0.0006542365
0.4162986 0.0006628605
0.4148767 0.000659488
0.4174868 0.0006603662
0.4189186 0.0006712139
0.4116708 0.000672687
0.4243023 0.0006737963
0.4323136 0.0006751499
0.4292208 0.0006847306
0.4276431 0.0006907201
0.431386 0.0007077172
0.4279035 0.000701164
0.4166219 0.0007038327
0.4180071 0.0007115693
0.4262185 0.0007064002
0.4352529 0.0007146117
0.4284546 0.0007099051
0.423403 0.0007091375
0.4165026 0.0007087094
0.4150862 0.0007222801
0.4168855 0.0007266939
0.421574 0.0007358369
0.435057 0.0007516352
0.4177701 0.0007563968
0.4148269 0.0007465798
0.4064827 0.0007502277
0.4107129 0.0007455881
0.4254909 0.0007645496
0.4292025 0.0007652584
0.4234722 0.0007659028
0.4133466 0.0007606599
0.4207701 0.0007703855
0.4254982 0.0007799362
0.4151217 0.0007734295
0.4201764 0.0007707773
0.4174384 0.0007696968
0.4176309 0.0007601374
0.410732 0.0007727083
0.4091351 0.0007625966
0.4191575 0.000761118
0.4395336 0.0007675747
0.4365635 0.0007723009
0.4320312 0.0007809952
0.4337489 0.0007955142
0.4370676 0.0007860186
0.4399975 0.0007783801
0.435683 0.0007795333
0.4319079 0.0007746099
0.4246687 0.0007828382
0.4242261 0.0007744355
0.4232249 0.0007756452
0.43035 0.0007714438
0.4226139 0.0007701042
0.4211013 0.0007467668
0.4224916 0.0007421005
0.4169598 0.0007541345
0.4146402 0.0007574131
0.4160361 0.0007488775
0.4118726 0.0007481643
0.4103718 0.0007296292
0.4131653 0.0007434822
0.4084862 0.0007447078
0.4086321 0.0007507031
0.4141157 0.0007498609
0.4094252 0.0007433562
0.4020583 0.0007457981
0.4052609 0.000757435
0.4097218 0.0007520064
0.4192866 0.0007704729
0.412752 0.000773026
0.4112969 0.0007786696
0.4141385 0.0007765549
0.4060367 0.0007778862
0.409944 0.0007933458
0.3992141 0.0007714165
0.4010351 0.0007731232
0.3956445 0.0007818494
0.4050785 0.0007811031
0.4017387 0.0007896597
0.3996885 0.0007885706
0.3856756 0.0007867916
0.388023 0.0007915723
0.3910738 0.000781079
0.393908 0.0007804729
0.3925089 0.0007910364
0.393461 0.0007880592
0.3974045 0.0007810649
0.399424 0.0007754149
0.3859698 0.0007683762
0.3953604 0.0007759216
0.3989835 0.0007802212
0.3937457 0.0007976717
0.3940598 0.0008028851
0.3914383 0.0008084451
0.3917437 0.0007988181
0.3893188 0.0007873315
0.3789542 0.0008090329
0.3756581 0.0008030277
0.3681089 0.0008048152
0.3743062 0.0008035583
0.3746009 0.0008062727
0.3868907 0.0007915616
0.3945645 0.0007890158
0.4033539 0.0007827458
0.4210779 0.0007868174
0.398877 0.0007907478
0.3905671 0.000782575
0.3867344 0.0007937448
0.3785389 0.0007960921
0.380932 0.000783691
0.3820804 0.0007833274
0.3741708 0.0007768111
0.3681837 0.0007755898
0.3930154 0.0007956282
0.3918456 0.00080324
0.3877775 0.0007981441
0.3927381 0.0008075144
0.38855 0.0008143029
0.3885789 0.0008141047
0.3839079 0.0008278784
0.3816991 0.0008341321
0.3678487 0.0008259849
0.3664155 0.0008260498
0.3688418 0.0008224633
0.3713143 0.0008091757
0.3766441 0.0008063941
0.3778714 0.0008078248
0.3689692 0.0008267688
0.3758774 0.000823816
0.3736487 0.0008107779
0.3815451 0.0007973141
0.3741602 0.0007835109
0.3889632 0.0007976834
0.3895875 0.0008034734
0.3929946 0.000793622
0.3791092 0.0007998031
0.3774517 0.0008103025
0.379003 0.0008044435
0.3826292 0.0007948531
0.392123 0.0007980749
0.3955837 0.0007836429
0.4046677 0.0007674189
0.403887 0.0007685313
0.4054454 0.0007824936
0.4039265 0.0007990585
0.4067427 0.0007919354
0.401389 0.0007993011
0.3973312 0.000792828
0.3965893 0.0007975083
0.3913276 0.0008010653
0.3921579 0.0008154563
0.3983593 0.0008184649
0.378822 0.0008288717
0.3741425 0.0008290714
0.3637246 0.0008238828
0.3610854 0.0008255645
0.3711861 0.0008150565
0.3780935 0.0008189202
0.3785118 0.0007985298
0.3750977 0.0007909822
0.3696775 0.0007914661
0.3602374 0.0007968521
0.3777535 0.0007986294
0.365363 0.0007910359
0.366444 0.0007975903
0.3660082 0.0008077326
0.3627799 0.0008212554
0.3682406 0.0008250142
0.3658673 0.0008212138
0.3829276 0.000817705
0.3740756 0.0008101094
0.3726387 0.0008209838
0.3722407 0.0008214475
0.3780775 0.0008326986
0.3804548 0.0008353968
0.3757584 0.0008303659
0.3764909 0.0008498351
0.3642732 0.0008549115
0.3521221 0.0008653045
0.3542939 0.0008640473
0.3478295 0.0008658747
0.3406391 0.0008622337
0.3399298 0.0008758584
0.3398882 0.000871398
0.3362777 0.0008882268
0.3417205 0.0008860322
0.3470632 0.0008609628
0.3565583 0.0008728308
0.3475257 0.0008725693
0.3454834 0.0008781633
0.3437178 0.0008715506
0.3435615 0.000865286
0.3428312 0.000876854
0.3373269 0.0008834696
0.3346663 0.0008764996
0.3348695 0.0008841442
0.340183 0.0008840575
0.346428 0.000868214
0.351523 0.0008621893
0.3466088 0.0008562155
0.3467188 0.0008537862
0.3448092 0.0008438055
0.3452949 0.0008462106
0.346557 0.0008327984
0.3629184 0.0008163131
0.3644968 0.0008042298
0.3539593 0.0008046252
0.3589995 0.0008049886
0.3643481 0.0007976349
0.3633613 0.0007879988
0.3677706 0.0007836685
0.3757919 0.0007900746
0.3804906 0.0007883017
0.3917394 0.0007896911
0.3847903 0.0007915402
0.3865986 0.0007898773
0.3846377 0.0007788739
0.4104145 0.0007791192
0.4085572 0.0007782442
0.4096818 0.0007958292
0.406492 0.0007964607
0.4022907 0.0007934117
0.4012965 0.0007913814
0.3967227 0.0007908399
0.4010435 0.0007909398
0.4069088 0.0007735648
0.4107341 0.0007846148
0.4098321 0.0007917637
0.3948656 0.0007883192
0.3960341 0.0007877041
0.4032943 0.0007932248
0.3987791 0.0008025448
0.4005514 0.0007988872
0.4065451 0.0007893473
0.418194 0.0007803732
0.4157643 0.0007694881
0.4042509 0.0007761944
0.4000227 0.0007858062
0.4065751 0.0007866902
0.4055039 0.0007833702
0.4062548 0.0007720084
0.4027636 0.0007672329
0.3954687 0.0007584459
0.4023003 0.0007751223
0.40209 0.0007772783
0.3858348 0.0007776954
0.3879376 0.0007674452
0.3978042 0.0007778173
0.3958753 0.0007840048
0.4112175 0.0007834251
0.4046813 0.0007827122
0.4023847 0.0007811712
0.411731 0.000771665
0.4067899 0.0007829151
0.4107784 0.0007863102
0.4178951 0.0007795211
0.4181705 0.000787691
0.4090763 0.0007910562
0.4120687 0.0008054545
0.4189453 0.0007998611
0.4201181 0.0008113808
0.4306107 0.0008025603
0.4116317 0.0007983552
0.4103962 0.0008110292
0.4122363 0.0008264862
0.407446 0.0008236094
0.4082784 0.0008333057
0.4134797 0.0008486091
0.4116044 0.0008380887
0.4168953 0.0008487123
0.4130856 0.0008476057
0.4103547 0.0008435048
0.4119545 0.0008209112
0.4118373 0.0008317081
0.4007121 0.0008466006
0.4039836 0.0008421212
0.3967447 0.0008450717
0.4044142 0.0008387029
0.4050528 0.0008324102
0.4052253 0.0008391729
0.4100291 0.0008526116
0.4073512 0.0008493887
0.3987038 0.0008345109
0.3906294 0.0008366329
0.4008259 0.0008316326
0.3996931 0.0008203984
0.3949477 0.0008106971
0.3978166 0.0008127378
0.395885 0.0008238441
0.3901416 0.0008107077
0.3822596 0.0008040902
0.3861222 0.0007869916
0.3797108 0.000789403
0.3767837 0.000783806
0.3830524 0.0007858155
0.3848532 0.0007969887
0.3821098 0.0007909817
0.3757788 0.0007894792
0.3763134 0.0007822585
0.3787299 0.0007987426
0.3836943 0.0008069038
0.3632195 0.0007935527
0.3754008 0.0007808232
0.3849689 0.0007786756
0.3802763 0.0007752143
0.3700579 0.0007716529
0.3813283 0.0007990721
0.3861295 0.0008001992
0.3914507 0.0008000158
0.3900232 0.0007817535
0.3891028 0.0007857829
0.3874704 0.0007767662
0.3839018 0.0007892836
0.3854682 0.0007891352
0.376433 0.0007802791
0.3748978 0.0007799862
0.3772198 0.0007873324
0.3697599 0.0007993899
0.3857774 0.0007949691
0.3972888 0.0008013519
0.395172 0.0008005709
0.3964031 0.0008125856
0.3865682 0.0008116147
0.3710813 0.0008007072
0.3792817 0.0008018545
0.3745753 0.0008235448
0.3546138 0.000829176
0.3613786 0.0008161764
0.3648238 0.0008191911
0.3714934 0.0008141845
0.3685355 0.0008021816
0.3696807 0.0007889355
0.3733324 0.0007773104
0.3794196 0.0007753717
0.3870607 0.0007715157
0.368177 0.0007696368
0.364112 0.0007738518
0.3584177 0.0007725497
0.3608568 0.0007897134
0.3699054 0.0007845409
0.3589991 0.0007945017
0.373383 0.0007977972
0.3785697 0.0007971245
0.3888297 0.0007944648
0.3908909 0.000804664
0.387711 0.0008069375
0.3925545 0.0007982626
0.384705 0.0008112258
0.3987062 0.0008298312
0.3860181 0.0008157353
0.3883925 0.0008328192
0.3829639 0.0008327552
0.387122 0.0008451284
0.3848551 0.0008538422
0.3874873 0.000850136
0.3951041 0.000849421
0.3959599 0.0008466232
0.3956741 0.0008579086
0.3849169 0.0008613543
0.3981959 0.000854212
0.4020922 0.0008489949
0.3990407 0.0008414779
0.3995417 0.0008292812
0.3935481 0.000815909
0.4066659 0.0008098828
0.3979989 0.0008252071
0.3989121 0.0008257145
0.4024886 0.0008197152
0.4087286 0.0008268029
0.4081987 0.0008256693
0.4017192 0.0008243695
0.410713 0.0008357363
0.404483 0.0008299477
0.4001042 0.0008399399
0.3953631 0.0008346635
0.4040524 0.0008358546
0.4070961 0.000830173
0.4007449 0.0008353728
0.4047482 0.0008535922
0.4027455 0.0008542115
0.3987682 0.0008422706
0.4025869 0.0008370842
0.3818275 0.000847025
0.377456 0.0008418697
0.3873552 0.000848591
0.3809775 0.0008782453
0.3825839 0.0008588688
0.3800725 0.0008774703
0.37475 0.0008651958
0.3719654 0.0008763948
0.3726154 0.0008636953
0.3693709 0.0008531114
0.3662631 0.0008496307
0.3590338 0.0008520189
0.3586222 0.0008555944
0.3696722 0.0008602913
0.3667659 0.0008668967
0.3726104 0.0008669723
0.365392 0.0008831624
0.3611605 0.0008869133
0.3584048 0.0009000833
0.3612893 0.0008991514
0.3683029 0.0009201533
0.3578878 0.0009099931
0.348717 0.0009231097
0.3432821 0.000919879
0.3386932 0.0009106764
0.3382277 0.0009055223
0.3297358 0.0009164523
0.3338706 0.0009215076
0.3283703 0.0009067465
0.3291057 0.0009001753
0.3420635 0.0008923252
0.3447689 0.0008939045
0.3311945 0.0008979296
0.3207136 0.0009043257
0.3347543 0.0009062151
0.3263753 0.0009092718
0.3374922 0.0009100827
0.3214488 0.0009205002
0.3279505 0.0009174722
0.3241607 0.0009274022
0.3179471 0.0009183671
0.3231316 0.0009180997
0.3208518 0.0009244757
0.3161878 0.0009248881
0.3204359 0.0009147461
0.3171384 0.0009100828
0.3257167 0.000927648
0.3249779 0.000924679
0.3281044 0.0009279455
0.325691 0.0009329709
0.3274574 0.0009271324
0.3220014 0.0009340933
0.3318771 0.0009311135
0.3309483 0.0009278839
0.3402805 0.0009338167
0.3459027 0.0009304322
0.3399667 0.0009365273
0.3420573 0.0009347121
0.3285245 0.0009451493
0.3354736 0.0009463866
0.3386305 0.0009614298
0.3310759 0.0009435355
0.323815 0.0009361868
0.3198794 0.0009344063
0.3198508 0.0009446055
0.3251431 0.0009325035
0.3203567 0.0009251612
0.3219209 0.0009275929
0.3251397 0.0009235387
0.3377772 0.000936022
0.3227348 0.0009382201
0.3257864 0.0009391116
0.3279005 0.0009530622
0.3234476 0.0009634028
0.3355854 0.00095317
0.3321914 0.0009500124
0.3202559 0.0009597967
0.3241889 0.0009656545
0.315236 0.000963718
0.3188074 0.0009613369
0.3170264 0.000961415
0.3218017 0.0009639688
0.3181598 0.0009578591
0.3159073 0.0009605041
0.3236664 0.0009468769
0.328109 0.0009632533
0.3328447 0.0009769305
0.3313501 0.000975505
0.3242212 0.0009600888
0.3357975 0.0009591407
0.3406689 0.0009797163
0.3220927 0.0009893159
0.3326896 0.001009883
0.3249337 0.001018652
0.3260671 0.001016634
0.3210734 0.001030307
0.3288515 0.001034911
0.3307669 0.001024575
0.3268246 0.001013113
0.3299869 0.001008959
0.332162 0.001015775
0.323944 0.001010988
0.3255638 0.001007212
0.3336334 0.001001154
0.3331822 0.0009781152
0.334378 0.0009877343
0.32334 0.0009812284
0.3335581 0.000997717
0.319199 0.0009780194
0.3208709 0.000958145
0.3134741 0.0009725884
0.3170148 0.000980151
0.319045 0.0009753809
0.3136495 0.0009762757
0.3268841 0.000971796
0.3258709 0.0009649967
0.3357992 0.0009646229
0.331472 0.0009846531
0.3424547 0.00097038
0.3410429 0.0009689728
0.327244 0.000956695
0.3371655 0.0009492428
0.3375619 0.000947556
0.339133 0.0009523877
0.3361152 0.000932009
0.3460901 0.0009370561
0.3475784 0.0009136156
0.3485259 0.0009126374
0.344487 0.0009285515
0.3438898 0.0009284641
0.339984 0.0009279612
0.3359205 0.000938316
0.3358939 0.0009187679
0.3403419 0.0009268902
0.3320389 0.0009269319
0.3315436 0.0009212132
0.3341699 0.0009273273
0.3357882 0.0009222596
0.3382942 0.0009151708
0.3421487 0.0009029146
0.3565874 0.0008996797
0.3568115 0.000903547
0.3542766 0.0008984292
0.3706685 0.0008839889
0.3625021 0.0008815025
0.357687 0.0008800909
0.3648471 0.000859788
0.3541233 0.0008637862
0.3579703 0.0008548334
0.3556192 0.0008652103
0.3558234 0.0008766829
0.3572038 0.0008600081
0.3653415 0.0008500705
0.360322 0.0008564673
0.3678948 0.0008420217
0.3676599 0.0008436968
0.3677677 0.0008430107
0.367679 0.0008312829
0.3636483 0.0008417922
0.3690078 0.0008422366
0.3721902 0.0008371281
0.3722384 0.0008495641
0.3777385 0.0008319368
0.3781109 0.0008412373
0.3828098 0.0008375679
0.3810993 0.0008445505
0.3853153 0.0008411992
0.3799229 0.0008390417
0.3810434 0.0008456724
0.3784201 0.0008407681
0.3779613 0.0008302778
0.3783799 0.0008312425
0.3801858 0.0008129514
0.3750412 0.000816991
0.3746112 0.0008071468
0.3732572 0.0008034266
0.3725621 0.0008162844
0.3772386 0.0008244911
0.3811804 0.0008338909
0.3696553 0.0008338273
0.3610522 0.00085084
0.3647161 0.0008565
0.3615988 0.0008536381
0.3587098 0.0008388995
0.3703951 0.0008287327
0.3663514 0.0008241577
0.3568486 0.0008308679
0.3581097 0.0008468764
0.368017 0.0008350677
0.3624439 0.0008224155
0.3730276 0.0008147108
0.3727942 0.000822098
0.3788644 0.0008203459
0.370889 0.0008308119
0.38756 0.0008366631
0.3829033 0.0008279305
0.3990872 0.0008192363
0.4010407 0.000816003
0.3970275 0.0008350846
0.3922891 0.0008298666
0.3866125 0.0008428551
0.3785471 0.0008469477
0.3782752 0.0008463482
0.3847924 0.0008320252
0.3860828 0.0008325305
0.3786106 0.0008353667
0.3787491 0.0008468447
0.3810101 0.0008262061
0.3657997 0.0008295424
0.3672709 0.0008427374
0.3654418 0.0008466862
0.3550952 0.000844569
0.3621678 0.0008411297
0.3779588 0.0008417866
0.3701343 0.0008577494
0.3687828 0.0008653655
0.3680175 0.0008447957
0.3807602 0.0008306868
0.3924703 0.0008246857
0.4085916 0.0008042969
0.3957539 0.0007977988
0.3938051 0.0007898136
0.4008102 0.00079761
0.401706 0.0007927589
0.4044631 0.0007946233
0.405822 0.0007867924
0.3970795 0.0007905063
0.3992589 0.0007962512
0.3964793 0.0007944483
0.4116159 0.0008015947
0.4010203 0.0007949528
0.3977678 0.0007942318
0.403801 0.0007835429
0.3902151 0.0007857573
0.394709 0.0008108991
0.3929531 0.0008222911
0.4005075 0.0008332342
0.3880276 0.0008335099
0.3958871 0.0008300248
0.400366 0.0008310466
0.4101393 0.000822366
0.4167256 0.0008291337
0.4029176 0.0008197076
0.407734 0.0008136817
0.423069 0.0007974435
0.4122277 0.0008040974
0.4045345 0.0008030812
0.4071059 0.0008088641
0.3991458 0.0007807741
0.3962042 0.0007894951
0.407474 0.0007938167
0.4152719 0.0007993419
0.4259377 0.0007920755
0.4269671 0.0007863684
0.4290207 0.0007814053
0.4369065 0.0007866477
0.4377753 0.0007861999
0.43475 0.000769204
0.4263761 0.0007967804
0.4353362 0.0007797136
0.4288488 0.0007899829
0.4457985 0.0007888435
0.4347369 0.0007936729
0.4189644 0.0007999222
0.425948 0.0007798438
0.4269282 0.0007759261
0.4312001 0.0007896485
0.4318844 0.000774623
0.433175 0.0007492923
0.4250187 0.0007473404
0.4249414 0.0007439407
0.4257301 0.0007507913
0.4236311 0.0007532209
0.4192079 0.0007619658
0.4121052 0.0007526901
0.4188255 0.0007395749
0.4229378 0.0007377562
0.4299775 0.0007410075
0.426161 0.0007308825
0.429303 0.0007190384
0.4320332 0.0007265768
0.433496 0.0007197787
0.4320851 0.000708559
0.4422762 0.000693216
0.4525241 0.0007094102
0.4640756 0.0007229356
0.4732017 0.0007254046
0.4679087 0.0007199085
0.4787504 0.0007172809
0.4695222 0.0007231257
0.4673661 0.0007310006
0.458154 0.000721624
0.458463 0.0007208459
0.4609457 0.0007355229
0.4725704 0.0007388514
0.4771071 0.000722992
0.4755811 0.0007352378
0.462854 0.0007347848
0.4662234 0.0007409717
0.456088 0.0007392739
0.450058 0.0007386485
0.4629088 0.0007497451
0.4645665 0.0007437594
0.4604412 0.0007451106
0.4557655 0.0007420866
0.4476528 0.0007421299
0.450156 0.000745905
0.4409364 0.0007536535
0.438867 0.000734957
0.439364 0.0007427297
0.4451859 0.0007550496
0.4412014 0.0007580173
0.4333982 0.0007692084
0.4352664 0.0007752866
0.4408495 0.0007801633
0.4439243 0.0007914281
0.4295731 0.0007839948
0.4297957 0.0007889049
0.4178256 0.0007885394
0.4171019 0.000798193
0.4141678 0.0007936631
0.4156599 0.0007999311
0.4162209 0.0008270767
0.4115049 0.0008345717
0.3998136 0.0008414455
0.4132359 0.0008524282
0.4114852 0.0008517034
0.4102068 0.0008467521
0.4051283 0.0008338397
0.406067 0.0008308691
0.4021285 0.0008355995
0.4043401 0.000844946
0.4058425 0.0008359354
0.4048617 0.0008243357
0.4026809 0.0008229095
0.4187338 0.0008209111
0.410653 0.0008207167
0.4130366 0.0008298685
0.4116694 0.0008306706
0.4076994 0.0008245916
0.4002817 0.0008310681
0.4001942 0.0008284264
0.3970532 0.0008431711
0.3990208 0.0008626757
0.4028871 0.0008607211
0.3961874 0.0008544937
0.4040408 0.0008470947
0.4147358 0.0008425498
0.4071463 0.0008385297
0.4028574 0.0008230026
0.4016423 0.0007992628
0.4186047 0.0007972697
0.4203999 0.0008102141
0.4153397 0.000821872
0.422724 0.0008275058
0.4121985 0.0008263455
0.4064001 0.0008403256
0.4065083 0.000842494
0.4073822 0.0008666042
0.4105243 0.0008709267
0.4045948 0.0008739711
0.4112551 0.00086094
0.4087388 0.0008775773
0.4054216 0.0008637964
0.4060556 0.0008575649
0.4067051 0.0008531374
0.4052233 0.0008440532
0.4068588 0.0008470883
0.4193626 0.0008466523
0.4098104 0.0008361998
0.4110275 0.0008362331
0.4222152 0.0008196395
0.4188224 0.0008289077
0.4172018 0.0008396828
0.4196781 0.0008421532
0.4169406 0.0008493361
0.4181309 0.0008368313
0.413671 0.0008379294
0.4143706 0.0008503269
0.4228234 0.0008484058
0.406842 0.0008422294
0.4004579 0.0008409513
0.4118283 0.0008415008
0.405273 0.0008377041
0.4085517 0.0008455399
0.4081569 0.0008353657
0.4015393 0.0008386372
0.3924576 0.0008329652
0.396841 0.0008536871
0.4016264 0.0008553382
0.4002607 0.0008525333
0.40751 0.0008632093
0.3922959 0.0008669124
0.3981765 0.0008630356
0.3931688 0.0008575285
0.4049797 0.0008524312
0.4221396 0.0008594496
0.4209707 0.0008536794
0.4207067 0.0008611441
0.4131417 0.0008541367
0.4142201 0.0008504518
0.4152078 0.000850083
0.4090871 0.000859866
0.424379 0.0008541463
0.4252736 0.0008719027
0.4288028 0.0008699864
0.4261332 0.0008653614
0.4132925 0.0008565116
0.4082969 0.0008495155
0.4213324 0.0008401627
0.4272261 0.0008438553
0.4189868 0.0008465319
0.4317368 0.0008346442
0.4292966 0.0008370676
0.4312518 0.000840928
0.4339153 0.0008329519
0.4510817 0.0008263163
0.4620029 0.0008069905
0.4497137 0.0008121385
0.4456059 0.0008243652
0.4454325 0.0008230124
0.4352785 0.0008303669
0.4373365 0.0008385946
0.4462766 0.0008374401
0.44375 0.0008295911
0.436615 0.0008265766
0.4261006 0.0008155284
0.4251253 0.0008292131
0.4253172 0.0008230907
0.4358176 0.0008300806
0.4382232 0.0008187653
0.4514263 0.0008169534
0.4419526 0.0008110969
0.4531997 0.0008117465
0.4430625 0.0008062415
0.4487805 0.0008065478
0.4601302 0.000792008
0.4378829 0.0007739156
0.4410807 0.0007807183
0.4330254 0.0007824472
0.4396497 0.0007909221
0.4264497 0.0007917631
0.428891 0.0008102075
0.4111898 0.0008159471
0.403037 0.0008092696
0.3935442 0.0008072205
0.3945124 0.0008208507
0.3932822 0.0008143639
0.4006403 0.0008097548
0.4057371 0.0008178802
0.3970087 0.0008167816
0.3993289 0.0008008446
0.40695 0.0008112791
0.4065565 0.0008188183
0.4072426 0.0008005793
0.4040415 0.0008136587
0.3967998 0.0007956267
0.3936835 0.00079773
0.3993193 0.0007928358
0.4014907 0.0007852845
0.3919803 0.0008108453
0.3884205 0.0008135161
0.3862783 0.0008297663
0.384943 0.0008460103
0.384169 0.0008312016
0.3877331 0.0008300512
0.3824094 0.0008307865
0.3812668 0.0008429165
0.389298 0.0008360407
0.3926285 0.0008359808
0.3774639 0.0008300022
0.3826227 0.0008254221
0.3804521 0.0008116464
0.3873098 0.0008027841
0.3877819 0.0008108442
0.383152 0.0008149386
0.3819698 0.0008257208
0.3794942 0.000815274
0.3727365 0.0008203115
0.3636703 0.0008339526
0.3692164 0.0008343619
0.3613694 0.0008279694
0.3664279 0.0008226339
0.3784154 0.0008079769
0.3718284 0.0008289646
0.3883662 0.0008295675
0.3833357 0.0008281132
0.3813416 0.0008327423
0.3861795 0.00082739
0.3924076 0.0008176392
0.3964646 0.0008116163
0.393519 0.0008077677
0.4023748 0.0007962028
0.3911341 0.0007919154
0.3960284 0.0007910517
0.4067289 0.0007867235
0.4101615 0.0007828637
0.4092977 0.0007667447
0.4039772 0.0007790719
0.4034999 0.0007809248
0.4006151 0.0007759641
0.3881875 0.0007740868
0.392427 0.000771724
0.4008661 0.0007550582
0.4000768 0.0007597222
0.3883071 0.0007661118
0.3916139 0.0007613745
0.3845701 0.0007558739
0.3931057 0.0007673191
0.3929041 0.0007687825
0.3927937 0.0007688513
0.4015147 0.0007699713
0.4003718 0.0007615804
0.3912063 0.0007735141
0.3992912 0.000774957
0.3864236 0.0007940116
0.3990675 0.0008050853
0.3941594 0.0008025335
0.3999661 0.0008150415
0.4032565 0.0008238944
0.4012226 0.0008137307
0.3863297 0.0008244113
0.3908966 0.0008438618
0.3793883 0.0008417915
0.378229 0.0008376857
0.3771682 0.0008544455
0.3709022 0.0008583085
0.3759728 0.0008681079
0.3656676 0.0008688838
0.3749978 0.0008538475
0.3767985 0.0008389007
0.3685049 0.0008448082
0.3772826 0.0008368079
0.3877289 0.0008368477
0.3872084 0.000821653
0.3951005 0.0008291664
0.3987174 0.0008109323
0.3884075 0.0008084589
0.3911696 0.0008138333
0.3950692 0.0007983492
0.3886571 0.0008066593
0.4053605 0.0008236107
0.3925926 0.0008348024
0.3925397 0.0008320002
0.3944848 0.0008330744
0.390578 0.0008317639
0.3931792 0.0008332705
0.3852406 0.0008106847
0.3894064 0.0008219726
0.4036793 0.000832338
0.3970478 0.0008349585
0.4027871 0.0008444664
0.4000736 0.0008429259
0.3938704 0.0008464265
0.3903747 0.0008409493
0.3869939 0.0008372986
0.3701043 0.0008399782
0.3747126 0.0008483815
0.369301 0.000843245
0.3705378 0.00084684
0.3751469 0.0008515671
0.3601811 0.0008392333
0.3705145 0.0008226449
0.3790416 0.0008107283
0.3842857 0.0008085488
0.3851094 0.0007985375
0.3859714 0.0007937805
0.3837367 0.0008028174
0.3809252 0.0008022168
0.3794324 0.0008067499
0.3857818 0.0007987142
0.3945863 0.0008019748
0.3973391 0.0008011256
0.3930879 0.00079869
0.4037402 0.0008020912
0.3982075 0.0008027845
