probIn scale
0.3751839 0.0006596942
0.377992 0.0006573273
0.388511 0.0006489054
0.3922306 0.0006487846
0.3759578 0.000654554
0.3856906 0.0006537138
0.3841172 0.0006580154
0.3915563 0.0006510455
0.3989871 0.0006541743
0.3834702 0.0006627348
0.3796434 0.0006533962
0.3861565 0.0006597941
0.3788049 0.0006613753
0.3880155 0.0006656063
0.38914 0.0006714844
0.3926876 0.0006628998
0.4005519 0.0006748518
0.404604 0.0006798684
0.4155328 0.0006725073
0.4214657 0.0006608617
0.4188717 0.0006643283
0.4146646 0.0006634695
0.4098406 0.0006717889
0.4105966 0.0006774952
0.4070424 0.000670501
0.4029404 0.0006679973
0.4002955 0.0006637271
0.3962388 0.0006623182
0.3985611 0.0006735008
0.4055013 0.0006625905
0.3983637 0.0006584046
0.4054253 0.0006638984
0.3992751 0.0006718448
0.3959975 0.0006830578
0.3871037 0.0006770212
0.377583 0.0006914751
0.379345 0.0006895846
0.3855283 0.0006984366
0.3836178 0.0007114912
0.3859052 0.0007057902
0.382772 0.0007018771
0.381047 0.0006937742
0.3758922 0.0007017444
0.3764831 0.0006860169
0.3847193 0.0006965724
0.3924053 0.0006960499
0.3859964 0.0006951105
0.3803157 0.0007024308
0.384925 0.0007066864
0.3999723 0.0006986148
0.3922943 0.0006861787
0.3881258 0.0006957439
0.3849282 0.000698357
0.3867227 0.0006992235
0.3930172 0.000706283
0.4002619 0.0007007107
0.3957408 0.0006900369
0.3973717 0.0006901965
0.3942803 0.0006884473
0.3993143 0.0006943233
0.3909531 0.0007057965
0.3845874 0.0007141802
0.3764045 0.0007218004
0.3672005 0.0007186326
0.3699246 0.00070869
0.3854527 0.0007179161
0.374709 0.0007079447
0.3878486 0.0007008738
0.3999209 0.0007144013
0.399564 0.0007084121
0.3900415 0.0006976525
0.3949767 0.0006930491
0.40956 0.0006775991
0.4083203 0.0006701131
0.4071479 0.0006653098
0.4220582 0.0006558687
0.4315218 0.0006705393
0.4255424 0.0006606522
0.4313088 0.0006419136
0.426165 0.0006496382
0.441683 0.0006510616
0.445905 0.0006483439
0.4431469 0.0006389126
0.4473254 0.0006344248
0.4552234 0.0006396049
0.4579824 0.0006419871
0.4698349 0.0006394647
0.4648126 0.0006360942
0.4515689 0.0006330789
0.4467594 0.0006277518
0.4471218 0.0006358209
0.4332117 0.000629178
0.4356666 0.0006499418
0.4396632 0.0006468533
0.4191034 0.0006575227
0.4208225 0.000666278
0.4179905 0.0006697649
0.4249986 0.0006617927
0.4428687 0.0006508183
0.4395664 0.0006413731
0.4317686 0.000642516
0.4415417 0.0006487653
0.4414818 0.0006468274
0.4319243 0.0006579832
0.437389 0.0006431668
0.4292539 0.0006464666
0.4389627 0.0006318627
0.4350427 0.0006361864
0.4439547 0.000627982
0.4275041 0.0006312999
0.4310012 0.00063718
0.4305167 0.0006369098
0.4342232 0.000628046
0.4271844 0.0006310532
0.4536872 0.0006411559
0.4476831 0.0006541437
0.4464389 0.0006577877
0.4464416 0.0006650041
0.4474334 0.0006640583
0.4562808 0.000667231
0.454029 0.0006647758
0.4481791 0.0006642516
0.4526399 0.0006635096
0.4606827 0.0006582597
0.4495954 0.0006565632
0.4498316 0.0006670902
0.4396453 0.0006648472
0.4444466 0.0006659077
0.4312699 0.0006621978
0.4397736 0.000650164
0.4442068 0.0006591525
0.4532116 0.0006471837
0.4499239 0.0006480433
0.4420151 0.0006424723
0.4481614 0.0006355126
0.4514481 0.0006440789
0.4526681 0.0006396807
0.4476953 0.0006347324
0.4455479 0.0006369784
0.4494157 0.0006399686
0.4573338 0.0006310996
0.4661852 0.0006337341
0.4674213 0.0006331931
0.463938 0.0006381358
0.4670055 0.0006310118
0.4762254 0.0006455031
0.4758517 0.0006457875
0.4788568 0.0006405152
0.4822373 0.0006447476
0.4714925 0.0006387989
0.4750048 0.0006394933
0.4680857 0.0006325653
0.4625921 0.0006397693
0.4618202 0.000645042
0.4683102 0.0006340313
0.4607094 0.0006252634
0.4546084 0.00062111
0.4579707 0.0006257606
0.4629731 0.0006274223
0.4693825 0.0006167449
0.4682212 0.0006187559
0.4711594 0.000630271
0.4713419 0.0006314549
0.4621293 0.000639711
0.4708444 0.0006395716
0.4703486 0.0006394035
0.4758583 0.0006525933
0.4794734 0.0006618077
0.4811083 0.0006656619
0.4805187 0.0006441383
0.4815453 0.0006358157
0.4961496 0.0006105616
0.4973651 0.0006109595
0.4938636 0.000604642
0.4862287 0.0006008982
0.4882255 0.0005973772
0.4904519 0.0005914045
0.4915999 0.000583059
0.5051733 0.0005885453
0.503384 0.0005840296
0.5023306 0.0005850041
0.489548 0.0005837832
0.489417 0.0005785917
0.4983283 0.0005826162
0.508726 0.0005829926
0.5032244 0.0005814987
0.4922815 0.0005672701
0.495325 0.0005790807
0.4923092 0.0005807539
0.4864273 0.000586698
0.4842319 0.0005799407
0.4891773 0.0005782342
0.4842435 0.0005829211
0.4776467 0.0005838375
0.4870288 0.0005843212
0.4953723 0.0005715516
0.4974368 0.0005756929
0.496797 0.0005752452
0.5086378 0.000583492
0.5037546 0.0005769796
0.5117395 0.0005679402
0.5056651 0.0005761168
0.5163331 0.000571771
0.5073414 0.0005732649
0.5100424 0.0005647584
0.5039216 0.000565172
0.5110009 0.0005604632
0.5080653 0.0005633739
0.5072939 0.0005571984
0.5138411 0.0005532167
0.5147779 0.0005573143
0.5191227 0.0005550169
0.5278891 0.0005452687
0.5313202 0.0005548867
0.5319834 0.0005604585
0.5263801 0.0005535536
0.5163519 0.0005486129
0.5259947 0.0005499457
0.5332036 0.0005411453
0.5333868 0.0005346504
0.5336404 0.000544454
0.5517975 0.0005405506
0.5545486 0.0005371158
0.5464099 0.0005481561
0.5616452 0.0005462972
0.563767 0.0005474869
0.5546252 0.0005436395
0.5564864 0.0005422662
0.5587168 0.0005359299
0.5532832 0.0005418676
0.5514551 0.000535286
0.5578535 0.0005351509
0.5562329 0.0005336004
0.5563955 0.0005412293
0.559946 0.0005381325
0.5550739 0.0005351428
0.5635292 0.0005223075
0.571482 0.0005229869
0.5773084 0.0005262461
0.567608 0.0005253114
0.5763381 0.0005194825
0.5792491 0.0005219513
0.5759425 0.0005186488
0.5870132 0.0005198615
0.5979399 0.0005291903
0.5923243 0.0005303456
0.594518 0.0005330421
0.5869271 0.000535812
0.5800487 0.0005277017
0.5771116 0.0005341175
0.5753939 0.0005206647
0.5895179 0.0005231899
0.5958855 0.0005184629
0.5934844 0.0005100884
