probIn varB
0.4251851 0.0002479701
0.4171945 0.0002479836
0.4130075 0.0002499917
0.4167757 0.0002487568
0.4147084 0.0002514935
0.4122659 0.0002481957
0.3968792 0.0002576316
0.4022753 0.0002601415
0.4065927 0.0002573538
0.4123153 0.0002486979
0.4008454 0.000255825
0.3950128 0.00026368
0.3970375 0.0002618086
0.3940083 0.0002599734
0.4048949 0.0002501354
0.4105625 0.0002566829
0.4215596 0.000248754
0.4243382 0.0002426991
0.4259935 0.0002383435
0.4277467 0.000236794
0.4381033 0.0002401716
0.4397098 0.0002339683
0.4225158 0.0002361205
0.4258406 0.0002407956
0.417574 0.000233721
0.4245618 0.0002397571
0.4322673 0.0002389748
0.4185019 0.0002385268
0.4223548 0.0002290399
0.4222613 0.0002364817
0.4319131 0.0002295153
0.4318144 0.0002304387
0.4328392 0.0002308714
0.4369847 0.0002339525
0.4366084 0.0002346274
0.4209768 0.0002290511
0.4273122 0.0002301025
0.4293961 0.0002214923
0.4376428 0.0002296813
0.4381602 0.0002224637
0.4382326 0.0002279712
0.4380989 0.0002322464
0.4402065 0.0002307282
0.4427126 0.0002437641
0.4397249 0.0002370168
0.4247208 0.0002355581
0.4181211 0.0002414641
0.413945 0.00023429
0.417608 0.0002295373
0.4161306 0.000223824
0.4264767 0.0002223012
0.4286771 0.0002208481
0.4331535 0.0002226989
0.4471448 0.0002212449
0.4464189 0.0002250318
0.4446975 0.0002218291
0.4465909 0.0002225273
0.4408589 0.0002191998
0.4392267 0.0002179572
0.4316726 0.000220552
0.4351651 0.0002131669
0.4344259 0.0002193808
0.4330505 0.0002255149
0.4452351 0.0002230195
0.4387678 0.0002282337
0.4382757 0.0002238059
0.4360328 0.0002308208
0.4355628 0.0002258384
0.4539495 0.0002211174
0.4611406 0.0002222893
0.461832 0.0002199765
0.4657461 0.0002245738
0.4639633 0.0002191544
0.4648752 0.0002111763
0.4548778 0.000211155
0.4540751 0.0002120827
0.4537493 0.0002129924
0.4528956 0.000209628
0.4547535 0.0002131133
0.4478477 0.0002109665
0.4559373 0.0002188636
0.4433501 0.0002224315
0.4440538 0.0002275308
0.4458749 0.0002268551
0.4381314 0.0002259161
0.4414386 0.0002250504
0.4472484 0.0002243585
0.445323 0.0002212869
0.4383129 0.0002290794
0.4383491 0.000223386
0.4422562 0.0002206419
0.4435573 0.0002229638
0.4308585 0.0002225712
0.4392542 0.0002271779
0.4496683 0.000233975
0.4487888 0.0002398667
0.4539204 0.000234091
0.4422944 0.0002474588
0.4431428 0.0002529366
0.4514055 0.0002469265
0.4479028 0.0002454905
0.4499165 0.0002428544
0.4519893 0.0002416979
0.4598726 0.000243587
0.4626115 0.0002294192
0.4549045 0.0002356235
0.4535821 0.000239097
0.4553575 0.0002448201
0.4485864 0.0002442353
0.4509637 0.0002404851
0.4408375 0.0002389353
0.4388423 0.0002421645
0.4309703 0.0002457392
0.4342045 0.0002507882
0.4329593 0.0002405577
0.4225413 0.0002480565
0.4216366 0.0002532554
0.408712 0.0002535954
0.4130685 0.0002573469
0.4016843 0.0002588896
0.4031615 0.0002636193
0.4044144 0.0002647362
0.4142763 0.0002627438
0.4024123 0.0002618602
0.4082117 0.0002669917
0.4017686 0.000271472
0.3802138 0.0002784109
0.3739425 0.000285656
0.3718993 0.0002846814
0.3850675 0.0002825983
0.3697323 0.0002846211
0.3742719 0.0002722257
0.377665 0.0002739314
0.380724 0.0002841091
0.3858496 0.000278311
0.3828967 0.0002798731
0.3918298 0.0002751477
0.3925267 0.0002755081
0.3999754 0.0002773825
0.3959601 0.0002729469
0.3949753 0.0002700413
0.3914316 0.0002608618
0.4108843 0.0002593338
0.4035723 0.000257454
0.4053861 0.0002504133
0.4184978 0.0002552767
0.418357 0.0002533259
0.4271214 0.0002538329
0.4287741 0.0002492796
0.4337767 0.0002530573
0.4322806 0.0002529409
0.4365459 0.000255285
0.4408403 0.000249638
0.4455627 0.0002495585
0.4394816 0.0002473353
0.4450258 0.0002484564
0.4494188 0.0002475371
0.4353615 0.0002452676
0.4462867 0.0002466731
0.4477922 0.000249757
0.4480051 0.0002491531
0.4445774 0.0002459473
0.4369799 0.0002569389
0.4335724 0.0002563908
0.4330975 0.0002472679
0.4332086 0.0002520654
0.4208229 0.0002550795
0.4229755 0.000251149
0.4204081 0.0002482898
0.4304938 0.0002539395
0.4202124 0.0002571077
0.4137508 0.0002665826
0.4025543 0.0002695927
0.4163832 0.0002687573
0.4133809 0.0002744499
0.4111154 0.000270702
0.3990807 0.0002846563
0.3961148 0.0002767157
0.3968613 0.0002769172
0.3976884 0.0002824575
0.3872891 0.000274781
0.3895848 0.0002740066
0.3933322 0.000275545
0.3834703 0.0002848214
0.3747778 0.0002845809
0.3729455 0.0002860322
0.3680721 0.0002941672
0.3738828 0.0002892081
0.3788377 0.0002896844
0.3857178 0.000293932
0.3763651 0.0003074069
0.373085 0.0003101892
0.3763568 0.0003068099
0.3712585 0.0003145726
0.3698056 0.0003103214
0.3860894 0.0003039684
0.3878216 0.0003089229
0.3847028 0.0002958097
0.3765752 0.0003089952
0.3814953 0.000297361
0.3781352 0.0002930794
0.3785176 0.0002981237
0.3758244 0.0002989148
0.3716863 0.0002927497
0.3767389 0.0002920378
0.370466 0.0002864838
0.3772139 0.0002923791
0.371048 0.0002788506
0.3692967 0.0002762979
0.3644834 0.000279194
0.3608568 0.0002780078
0.3609864 0.0002804157
0.3540531 0.0002882921
0.3525154 0.0002914415
0.3551965 0.0003018824
0.3531353 0.0002912337
0.3395958 0.0003039033
0.338435 0.0002996813
0.3530607 0.0002925221
0.3449585 0.0002938959
0.3380822 0.0002924263
0.3424279 0.0003080539
0.3431782 0.0003122448
0.3365802 0.0003079965
0.3383459 0.0003175802
0.3407736 0.000314106
0.3462443 0.000323924
0.3351832 0.000315779
0.3267674 0.0003222681
0.3321066 0.0003092361
0.3340387 0.0003074428
0.3395577 0.0003118467
0.3417314 0.0003290356
0.3379428 0.0003202442
0.3373496 0.0003221593
0.326075 0.0003278835
0.3119251 0.0003441712
0.3048354 0.0003374785
0.3069411 0.0003506158
0.3027647 0.0003510029
0.2955298 0.000350085
0.2988098 0.000349979
0.3065129 0.000342816
0.3173169 0.0003445998
0.3139622 0.0003567797
0.3182456 0.0003508373
0.3109921 0.0003538644
0.314856 0.0003582214
0.3149929 0.0003482822
0.3152314 0.0003333172
0.3162598 0.0003418973
0.3271527 0.0003455544
0.3306653 0.00034367
0.3221605 0.0003392435
0.3072994 0.0003542688
0.3079301 0.0003499784
0.3154553 0.0003542158
0.316069 0.0003486659
0.3154122 0.0003334074
0.3235251 0.0003316955
0.3272723 0.0003381673
0.3233512 0.0003297666
0.3223521 0.0003213991
0.3173619 0.0003308549
0.3155993 0.0003369421
0.3156394 0.0003284732
0.3072553 0.0003305448
0.3112861 0.0003396654
0.3006274 0.0003396913
0.3064868 0.0003385067
0.3089595 0.0003533409
0.2987462 0.0003397512
0.2954064 0.0003458112
0.3026094 0.0003307945
0.2978564 0.0003315184
0.2921315 0.0003226849
0.3025126 0.0003216753
0.3025588 0.0003187964
0.3093064 0.0003243441
0.3122862 0.0003269648
0.3110485 0.0003284163
0.3119567 0.0003190995
0.3123827 0.0003124653
0.3052629 0.0003198291
0.3255406 0.0003136259
0.3164815 0.0003228167
0.311027 0.0003277817
0.3139997 0.0003268383
0.3282813 0.0003211252
0.3243044 0.0003190599
0.3108338 0.0003118255
0.3181495 0.0003115003
0.3287562 0.0003003971
0.3183876 0.0003085997
0.3150981 0.0003192949
0.3047377 0.0003134789
0.3090981 0.0003237448
0.2994874 0.0003254873
0.3031198 0.0003287222
0.315719 0.0003280942
0.3142961 0.0003188261
0.303085 0.0003288047
0.2971845 0.0003443507
0.3058915 0.0003276597
0.301493 0.0003409562
0.2993865 0.0003333794
0.2970995 0.0003310997
0.3002802 0.000328534
0.3000101 0.0003145593
0.2971027 0.0003185787
0.3019355 0.0003319585
0.3051818 0.000331735
0.3009876 0.0003361829
0.2881654 0.0003618003
0.2896485 0.0003615929
0.2888133 0.0003569723
0.2933866 0.0003528988
0.2905033 0.0003513279
0.2863025 0.0003490273
0.2789976 0.0003516648
0.2838332 0.0003590074
0.2876414 0.0003450242
0.2792958 0.0003526947
0.2754692 0.0003515346
0.2780543 0.000360119
0.271235 0.0003511729
0.2766041 0.0003493432
0.2758804 0.0003502454
0.2746712 0.0003416377
0.2791033 0.0003388099
0.2762293 0.0003347626
0.2713756 0.0003327546
0.2791112 0.0003379455
0.2820135 0.0003352575
0.2802349 0.0003390523
0.2764933 0.000344428
0.2746045 0.0003431147
0.2754205 0.0003399027
0.2811912 0.000328202
0.2907619 0.0003268404
0.2894033 0.0003209519
0.2856623 0.0003135336
0.2816607 0.0003040554
0.2978899 0.0002991505
0.2917286 0.0003013196
0.2982979 0.0003000995
0.2969618 0.0003058797
0.2847408 0.0003058894
0.293895 0.0003056569
0.2850327 0.0003103318
0.2813648 0.0003111453
0.2847939 0.0003116965
0.2874877 0.0003191242
0.2871542 0.0003211447
0.2799978 0.0003178113
0.2738032 0.0003164551
0.2722221 0.0003373829
0.2682035 0.0003398151
0.2689302 0.0003501347
0.2654866 0.000355458
0.2651216 0.0003407871
0.2625461 0.0003447647
0.2841941 0.0003445224
0.2782628 0.0003572466
0.2856818 0.0003524097
0.2922899 0.0003512278
0.295427 0.0003441312
0.2938093 0.0003480326
0.2933009 0.0003450563
0.2784738 0.0003562324
0.2854435 0.0003408477
0.2947809 0.000346774
0.2892562 0.0003394578
0.2810208 0.0003513026
0.2829399 0.0003618792
0.2780225 0.0003617891
0.2898403 0.0003635681
0.2923082 0.0003565012
0.2980308 0.0003442815
0.3000112 0.0003440049
0.3002556 0.0003372689
0.2952785 0.0003470193
0.2944319 0.0003312663
0.2939948 0.0003452246
0.2875819 0.0003405914
0.2840452 0.0003488739
0.2812274 0.0003481258
0.2817248 0.0003570284
0.2821871 0.0003688817
0.2751499 0.0003531622
0.2732783 0.0003415955
0.272068 0.0003329051
0.280398 0.0003231329
0.2826667 0.0003307728
0.2834283 0.0003252742
0.2891758 0.0003224101
0.2847942 0.0003268483
0.2814421 0.0003209432
0.283047 0.0003131295
0.2739828 0.0003195904
0.2864185 0.0003184947
0.2945817 0.0003152515
0.287702 0.0003205636
0.2901329 0.0003285772
0.2771475 0.0003295534
0.2799377 0.0003242271
0.2816146 0.0003229928
0.2848857 0.0003202187
0.2835083 0.0003287629
0.2855186 0.0003442373
0.2856635 0.0003453684
0.2933045 0.0003456678
0.2984238 0.0003451391
0.2916193 0.0003460692
0.3038146 0.0003364987
0.2990907 0.0003301992
0.3017288 0.0003302353
0.2998275 0.0003280174
0.3071055 0.000319745
0.3041288 0.0003210485
0.2984133 0.0003197412
0.3056213 0.0003197598
0.3026433 0.0003162171
0.311339 0.0003152781
0.3067503 0.0003172776
0.3111844 0.0003083963
0.3088996 0.0002987667
0.307332 0.0003116798
0.3200108 0.0003041484
0.3157755 0.0002986693
0.300287 0.0003085537
0.2995404 0.0003062543
0.298877 0.0003047964
0.2996007 0.0003078665
0.3007152 0.0003065938
0.3121146 0.0002997766
0.3141692 0.0003020892
0.3117244 0.0002944677
0.3118863 0.0003035439
0.3115755 0.0003070375
0.3029444 0.0002956134
0.3128922 0.0002980675
0.309715 0.0002901334
0.3148346 0.0002982882
0.3210772 0.0002927443
0.3115183 0.0002951451
0.3230079 0.0002968277
0.3264069 0.0003081549
0.310246 0.0003071189
0.3225443 0.0002932845
0.3214609 0.0003003953
0.3229112 0.0003053763
0.3163303 0.0003061727
0.3160255 0.0003211693
0.3137885 0.0003028996
0.3096817 0.0002990429
0.3080972 0.0003071011
0.3064981 0.0002972489
0.3197094 0.0003031212
0.3153645 0.0002949858
0.3141916 0.0003086601
0.3118135 0.0003138027
0.2929547 0.00029928
0.2899518 0.0003056581
0.2932325 0.000317707
0.2857253 0.0003250666
0.2811904 0.0003271382
0.2833217 0.0003289624
0.2726552 0.0003260955
0.2782404 0.0003283462
0.2949169 0.0003322509
0.2948629 0.0003326461
0.2898359 0.0003308248
0.2768269 0.0003345398
0.2865862 0.0003482969
0.2776099 0.000351224
0.2879371 0.0003521085
0.2834168 0.0003390149
0.2926452 0.0003333888
0.2890858 0.0003223872
0.2949848 0.0003218416
0.2950971 0.0003385051
0.2887357 0.0003388643
0.2862517 0.0003459882
0.2831689 0.000353656
0.3012695 0.0003507438
0.298127 0.0003374596
0.3006662 0.0003535237
0.288235 0.0003488577
0.2881354 0.0003565275
0.2911392 0.0003563966
0.289573 0.0003397937
0.2971119 0.0003382204
0.2983739 0.0003424704
0.2910403 0.000333445
0.3019252 0.0003487267
0.2989211 0.0003602752
0.2985068 0.0003487805
0.2930002 0.0003487875
0.2869605 0.0003561577
0.2883986 0.000349526
0.2876382 0.0003523173
0.2981338 0.0003476498
0.2981191 0.0003527605
0.2999058 0.0003481507
0.2948913 0.0003614017
0.2793094 0.0003635908
0.2821703 0.0003670075
0.2811352 0.0003666789
0.2839523 0.0003602033
0.2806176 0.000339914
0.29621 0.0003396225
0.293928 0.0003407244
0.2962134 0.000341953
0.3039007 0.0003290716
0.3019442 0.0003262938
0.3073424 0.0003330918
0.3105897 0.0003270223
0.3229008 0.0003229041
0.3207559 0.0003112683
0.3192427 0.0003204556
0.3234338 0.0003117912
0.3247868 0.0003096372
0.3271663 0.0003130554
0.3324558 0.0003102857
0.3296799 0.0003053629
0.3290497 0.0002998615
0.3304835 0.0003033944
0.3243579 0.0003132726
0.3304682 0.0003190035
0.3243088 0.0003196483
0.3319627 0.0003117606
0.3282525 0.0003152438
0.3159114 0.0003165224
0.3134133 0.000334749
0.3134776 0.0003313416
0.323778 0.0003274325
0.3219051 0.0003347885
0.3201188 0.0003349975
0.3073522 0.0003331719
0.3213178 0.0003175368
0.3304433 0.0003249529
0.3329071 0.0003166568
0.3337912 0.0003173449
0.3376972 0.0003102761
0.349401 0.0003105709
0.3494296 0.0003208389
0.3511151 0.0003358272
0.3508294 0.0003436395
0.3425251 0.0003418221
0.3380557 0.0003451314
0.3437644 0.0003448439
0.3477173 0.0003442393
0.3350502 0.0003455077
0.3411574 0.0003383231
0.3482756 0.0003283893
0.3491652 0.0003261741
0.3492262 0.0003338629
0.3396187 0.0003213636
0.3363566 0.0003257687
0.3237057 0.000334564
0.3288461 0.0003307982
0.3177156 0.0003366393
0.3227857 0.0003242868
0.3270747 0.0003297736
0.3384709 0.0003207237
0.3419548 0.0003011625
0.3417969 0.0003087589
0.3378886 0.0003041371
0.3444237 0.0003006768
0.3501056 0.0002998833
0.348489 0.0002967686
0.3526497 0.0002928783
0.3457389 0.0002938626
0.34386 0.0002911885
0.3449268 0.0002896179
0.3389614 0.0002908944
0.3427559 0.0002865436
0.3379064 0.0002811987
0.332339 0.0002957476
0.3340779 0.0002907698
0.3329638 0.0002898523
0.3294742 0.0002891183
0.3406999 0.0002829438
0.3423825 0.000285559
0.3452697 0.0002906591
0.3365163 0.0002856609
0.3346223 0.0002861209
0.3421606 0.0002899821
0.3421141 0.000295927
0.33445 0.0003075106
0.3368208 0.000298019
0.3470029 0.0003048829
0.3498219 0.0003037273
0.3475299 0.0003042997
0.3403042 0.0003039075
0.3339489 0.0003130833
0.331185 0.0003079056
0.3433383 0.0003033827
0.3270175 0.00032207
0.3330992 0.0003281631
0.3254346 0.0003298907
0.3329128 0.000326236
0.3308979 0.0003296946
0.3316573 0.0003243196
0.3232122 0.000335162
0.3233291 0.0003315552
0.3158316 0.0003273987
0.3196788 0.0003287831
0.328366 0.0003199987
0.3256315 0.0003218364
0.3283733 0.0003228607
0.3336493 0.0003151671
0.3371774 0.0003148363
0.3369635 0.0003154269
0.3381724 0.0003054114
0.3441489 0.000314107
0.339851 0.0003147318
0.3273376 0.0003343717
0.3263893 0.0003345989
0.3195271 0.0003389866
0.316661 0.0003389104
0.3114325 0.0003403661
0.3099619 0.0003405297
0.3149399 0.0003345773
0.3152502 0.0003229318
0.3178566 0.0003286325
0.3214759 0.0003309078
0.3173057 0.0003406399
0.3162252 0.0003315722
0.3189147 0.0003368428
0.3155228 0.0003368579
0.3187104 0.0003483902
0.3222157 0.0003379796
0.3206826 0.0003543388
0.3241897 0.0003413719
0.3277431 0.0003421161
0.318954 0.0003467346
0.31478 0.0003531591
0.3255173 0.0003478497
0.3304304 0.0003510956
0.3313001 0.0003425408
0.3220657 0.000350864
0.3232181 0.0003583485
0.3186042 0.0003589288
0.3210482 0.0003606239
0.3175343 0.0003511001
0.3195696 0.000355066
0.3243764 0.0003532863
0.3326393 0.0003403433
0.3300762 0.0003343145
0.336378 0.0003441575
0.3413775 0.0003315366
0.3425698 0.0003202917
0.3410675 0.0003264556
0.3448834 0.0003308094
0.3473988 0.0003243368
0.3488965 0.0003375739
0.3462339 0.0003394768
0.3517351 0.000329526
0.3511249 0.0003338713
0.3513695 0.0003343109
0.3537699 0.0003253298
0.3564823 0.0003236195
0.3473827 0.0003232685
0.3424642 0.0003039191
0.3440755 0.0003049219
0.3462302 0.0003066181
0.3539688 0.0002978545
0.362237 0.0002934622
0.356593 0.0002937214
0.3577078 0.0002952731
0.3570963 0.0003003862
0.3516444 0.0002979979
0.3537176 0.0002992705
0.3531452 0.0002994488
0.3564384 0.0003015104
0.3631068 0.0003075186
0.358313 0.0003010172
0.3558934 0.0003109121
0.3590896 0.0003005547
0.3588763 0.0002986848
0.3587679 0.00029457
0.364053 0.0003025193
0.3611173 0.0002954657
0.3636622 0.000296765
0.3727077 0.0003036253
0.3656555 0.0003087033
0.3571954 0.0003109172
0.3565679 0.0002963084
0.366414 0.0002968628
0.3756466 0.0002846426
0.3886326 0.0002842693
0.3840336 0.0002713937
0.3861342 0.0002815048
0.3897842 0.0002710411
0.3858225 0.0002718618
0.3837215 0.0002721705
0.3763113 0.0002761191
0.3761596 0.0002756416
0.3792807 0.0002717144
0.3836608 0.0002690498
0.3827295 0.0002755078
0.3780705 0.0002822038
0.3686175 0.0002949889
0.3678124 0.0002969805
0.3630904 0.0002953897
0.3579082 0.0002853898
0.3675787 0.0002768156
0.3749492 0.0002745838
0.3725052 0.0002760306
0.369614 0.0002737045
0.3747384 0.0002827442
0.3715314 0.0002724346
0.3792458 0.0002635221
0.3734556 0.000266856
0.3796612 0.0002688114
0.3730229 0.000280271
0.3759697 0.0002796309
0.38631 0.0002791257
0.3960803 0.0002730859
0.3857769 0.0002818578
0.3795426 0.0002720712
0.3738185 0.0002799334
0.365555 0.0002795698
0.3636342 0.0002814339
0.3689644 0.0002839985
0.3637234 0.0002857957
0.3592951 0.0002792952
0.3590006 0.0002740679
0.3534815 0.000267093
0.359496 0.0002687003
0.3555274 0.0002753455
0.3545597 0.0002647772
0.353918 0.0002711218
0.3519981 0.0002738926
0.3524496 0.0002672005
0.3578274 0.0002661958
0.3660967 0.0002724141
0.3647836 0.0002688403
0.3593011 0.0002749604
0.3506475 0.0002741498
0.3528623 0.0002713669
0.3686314 0.0002694931
0.3551072 0.0002739024
0.3619354 0.0002730991
0.3729046 0.0002705435
0.3807047 0.0002714617
0.3679649 0.0002737457
0.3826859 0.0002716825
0.3766223 0.0002708823
0.381685 0.0002734258
0.3875559 0.0002633397
0.3885605 0.0002650687
0.3844242 0.0002727762
0.3900608 0.0002746162
0.3779115 0.0002743389
0.3669404 0.0002843778
0.3768887 0.0002737182
0.3650182 0.0002802019
0.3674964 0.0002799296
0.3577244 0.000281201
0.3558289 0.0002884599
0.3766235 0.0002824884
0.361511 0.0002837106
0.3631519 0.000285577
0.3685557 0.0002829032
0.3672415 0.000279976
0.369498 0.0002818489
0.3735867 0.0002684764
0.3782641 0.0002702789
0.3683033 0.0002722072
0.3642139 0.0002744416
0.3641817 0.0002755889
0.3609657 0.0002844075
0.3689833 0.0002832582
0.3783849 0.0002823769
0.3874307 0.0002807299
0.3807864 0.0002785455
0.3737261 0.000282358
0.374693 0.0002866816
0.3743566 0.0002916951
0.3665705 0.000288597
0.3740698 0.000291453
0.3772407 0.000284011
0.378222 0.0002810797
0.3790609 0.000275266
0.3747405 0.0002696849
0.3812148 0.0002726644
0.3810436 0.0002849392
0.3772476 0.0002846523
0.3732912 0.0002801485
0.369436 0.0002761658
0.3743465 0.0002745506
0.3679755 0.0002679481
0.3678558 0.0002663341
0.3768286 0.0002721888
0.3768962 0.0002661771
0.3794231 0.00026955
0.3800574 0.0002558849
0.3816539 0.0002617358
0.3853038 0.0002581002
0.3759365 0.0002613319
0.3816898 0.000250055
0.3913378 0.000257644
0.3840777 0.0002629137
0.3908886 0.0002561864
0.3976005 0.0002527765
0.3938818 0.0002599093
0.389441 0.0002630119
0.3930544 0.0002574581
0.4001241 0.0002573939
0.3988689 0.0002562885
0.3964929 0.0002580422
0.4164147 0.0002480153
0.4191481 0.0002449935
0.429943 0.000238363
0.4256575 0.0002461987
0.4120769 0.0002493259
0.4208868 0.00024545
0.4214672 0.0002469291
0.413077 0.0002435999
0.4286804 0.000247066
0.4177393 0.0002400093
0.4213429 0.0002386189
0.4176602 0.0002368221
0.415863 0.0002463623
0.4272472 0.0002407569
0.4298675 0.0002397531
0.4248866 0.0002399757
0.4207639 0.0002396707
0.4318005 0.0002356793
0.4312793 0.0002372529
0.424799 0.0002349557
0.4301945 0.0002302374
0.4214997 0.0002362012
0.4289393 0.0002361342
0.4313679 0.0002259547
0.4385484 0.0002287735
0.4220481 0.0002328876
0.4230023 0.0002362142
0.4167487 0.0002394035
0.4153822 0.0002427596
0.4063438 0.0002426198
0.4196468 0.0002373565
0.4112836 0.0002447448
0.4139745 0.0002427904
0.4125242 0.0002587262
0.413094 0.0002504381
0.4093309 0.0002558099
0.4044962 0.000258109
0.4034929 0.0002554639
0.4042753 0.00026609
0.4105823 0.0002587202
0.4192699 0.0002563007
0.4245601 0.000253738
0.4233901 0.0002512039
0.4116908 0.0002538431
0.4272655 0.0002482648
0.431619 0.000245375
0.4386567 0.0002444926
0.4227873 0.000246545
0.4229717 0.0002541763
0.4188987 0.0002479536
0.4225578 0.0002430685
0.4283058 0.0002466955
0.4318422 0.0002468479
0.4381887 0.0002464926
0.4257237 0.0002459988
0.4247486 0.0002410849
0.4060977 0.0002434508
0.4051826 0.0002460408
0.4134088 0.000241626
0.4106809 0.0002474835
0.4132719 0.0002414452
0.411112 0.0002540614
0.4094168 0.0002544736
0.4145829 0.0002490114
0.4112607 0.0002506692
0.4042258 0.000256078
0.4077779 0.0002480949
0.4132791 0.0002497875
0.4057177 0.0002529413
0.3998877 0.0002671615
0.4075907 0.0002657554
0.4123739 0.0002670817
0.4127641 0.0002595518
0.4209485 0.0002511346
0.4299005 0.0002471489
0.4271055 0.0002440731
0.4330398 0.00024628
0.4334261 0.0002395739
0.4308146 0.0002347232
0.4268039 0.0002385121
0.4280598 0.0002366363
0.4350472 0.0002389688
0.4192941 0.0002442244
0.4225161 0.000249254
0.4267312 0.0002383094
0.423204 0.0002436042
0.4228271 0.0002426587
0.4192134 0.0002470423
0.419233 0.0002449522
0.4231783 0.000244105
0.4205786 0.0002474325
0.4207968 0.0002499511
0.4161848 0.0002565255
0.4040583 0.0002491209
0.4012116 0.0002435816
0.4040313 0.0002306122
0.4208502 0.0002359681
0.4185409 0.0002377183
0.422972 0.0002390136
0.4224938 0.000249715
0.4272736 0.0002419363
0.4303162 0.0002427558
0.43053 0.0002378746
0.4277122 0.0002397355
0.4161815 0.0002472454
0.4148337 0.0002496847
0.4061359 0.0002603081
0.4136411 0.0002544568
0.417649 0.0002501663
0.4157897 0.0002526108
0.414549 0.0002493434
0.4295128 0.0002366734
0.4444389 0.0002329722
0.452214 0.0002222783
0.4414757 0.0002234925
0.4485145 0.0002138217
0.4349609 0.0002232233
0.4281805 0.0002263388
0.4245519 0.0002404948
0.4303063 0.0002383486
0.4308349 0.0002438974
0.4294921 0.0002399139
0.4237697 0.0002483282
0.4241488 0.0002422124
0.4267127 0.0002418469
0.4347201 0.0002422153
0.4312519 0.0002485419
0.4329781 0.0002404093
0.4375946 0.0002315459
0.4218516 0.0002293187
0.4256235 0.0002342782
0.4224709 0.0002424615
0.4305874 0.0002402515
0.4467687 0.0002267771
0.4480412 0.0002268539
0.4525145 0.0002231727
0.4536628 0.000222468
0.4545187 0.0002254171
0.4478392 0.000223251
0.4478142 0.0002215107
0.4515137 0.0002265863
0.4622264 0.0002187992
0.4670784 0.0002170141
0.4572679 0.0002180411
0.4646391 0.0002215482
0.4707669 0.0002223712
0.4756255 0.0002189802
0.4648953 0.0002152713
0.4697686 0.0002173114
0.455812 0.0002244756
0.4534935 0.0002287239
0.4549468 0.0002234999
0.4483463 0.0002275277
0.4544316 0.0002235789
0.4657325 0.0002152855
0.4576857 0.0002189079
0.4666664 0.0002151704
0.4716396 0.0002152079
0.4676401 0.0002113704
0.4756295 0.0002155288
0.4807242 0.0002146092
0.4779173 0.000209356
0.4818952 0.0002122323
0.4798692 0.0002129974
0.4708722 0.0002134447
0.4692982 0.0002139084
0.4606818 0.0002051671
0.4750105 0.0002185022
0.4792378 0.0002133739
0.4800758 0.0002152879
0.4895069 0.0002167306
0.4878362 0.0002195963
0.4853444 0.000224745
0.4795382 0.000228915
0.4818493 0.0002289979
0.4742857 0.0002335089
0.4690853 0.0002271483
0.4721675 0.0002299762
0.4730079 0.0002322321
0.4757507 0.0002322609
0.4836322 0.0002357428
0.4733028 0.0002316581
0.4803207 0.0002359477
0.4953816 0.0002368823
0.4779221 0.0002311079
0.4811854 0.0002321126
0.4824542 0.000228739
0.4854436 0.0002347186
0.4718395 0.0002303156
0.4826107 0.0002395998
0.4821729 0.0002319326
0.4779868 0.0002258401
0.4640015 0.0002285647
0.4647677 0.0002270862
0.4550901 0.0002332873
0.4704841 0.000236083
0.4588002 0.0002372886
0.4561166 0.0002354267
0.4550119 0.0002343105
0.4475731 0.0002330885
0.4421423 0.0002375635
0.4450917 0.000236141
0.4411264 0.0002414365
0.4482799 0.000241762
0.4539415 0.0002406403
0.4559524 0.0002414893
0.4541826 0.0002392712
0.44745 0.0002386727
0.4528827 0.0002370161
0.4552726 0.0002481473
0.4638661 0.0002369205
0.4475911 0.0002462097
0.4508752 0.0002452543
0.4562576 0.0002448775
0.4603107 0.0002393781
0.444666 0.0002365143
0.4488333 0.0002356125
0.4331579 0.0002371928
0.4468426 0.0002432694
0.434048 0.0002373062
0.4308276 0.0002531238
0.440752 0.0002561179
0.4459635 0.000251706
0.4404129 0.0002598946
0.4440123 0.0002527417
0.4404796 0.0002530318
0.4390968 0.0002567674
0.4303257 0.0002523537
0.4398774 0.000252875
0.4384312 0.0002513518
0.440678 0.0002426738
0.4370147 0.0002432534
0.4342638 0.0002450644
0.4317029 0.0002465122
0.442486 0.0002504889
0.4252639 0.0002515102
0.4273846 0.0002372028
0.4260239 0.0002391367
0.4294649 0.0002460677
0.4244938 0.0002408554
0.4397783 0.00023218
0.4529169 0.0002308459
0.4437143 0.0002289445
0.4310006 0.000232357
0.4318832 0.0002266112
0.4314101 0.0002239629
0.4358055 0.0002255944
0.4282562 0.0002322304
0.4422391 0.0002286943
0.4496614 0.0002345328
0.4562118 0.0002309872
0.4474192 0.0002366899
0.4471431 0.0002328763
0.4536763 0.0002271366
0.4577143 0.0002303264
0.4459225 0.000237948
0.4349391 0.0002345459
0.4409098 0.0002408005
0.4378799 0.0002368827
0.4365684 0.0002464667
0.4422674 0.0002496512
0.4239355 0.0002423789
0.4347624 0.0002426413
0.4336541 0.0002475618
0.4349049 0.0002413157
0.4281593 0.0002430033
0.4334322 0.0002484609
0.4293206 0.0002322009
0.4332243 0.0002315227
0.433111 0.000228476
0.4447646 0.0002249291
0.437804 0.0002305006
0.4343447 0.0002320724
0.431626 0.0002299868
0.4325793 0.0002311841
0.4365671 0.0002254682
0.4307199 0.0002272879
0.4404906 0.000231133
